792,0,814,2,0
793,0,815,3,0
795,0,773,0,3
797,0,775,0,3
809,0,787,0,3
793,1,815,3,0
795,1,773,0,3
797,1,775,0,3
809,1,787,0,3
795,2,773,0,3
797,2,775,0,3
809,2,787,0,3
795,3,773,0,3
797,3,775,0,3
809,3,787,0,3
797,4,775,0,3
797,5,775,0,3
797,6,775,0,3
807,6,785,0,3
797,7,775,0,3
799,7,821,3,0
806,7,828,3,0
807,7,785,0,3
797,8,775,0,3
799,8,821,3,0
806,8,828,3,0
807,8,785,0,3
797,9,775,0,3
799,9,821,3,0
801,9,823,3,0
804,9,782,0,3
806,9,828,3,0
807,9,785,0,3
797,10,775,0,3
799,10,821,3,0
801,10,823,3,0
803,10,781,0,3
804,10,782,0,3
806,10,828,3,0
807,10,785,0,3
797,11,775,0,3
799,11,821,3,0
801,11,823,3,0
803,11,781,0,3
804,11,782,0,3
806,11,828,3,0
807,11,785,0,3
797,12,775,0,3
799,12,821,3,0
804,12,782,0,3
806,12,828,3,0
807,12,785,0,3
797,13,775,0,3
799,13,821,3,0
806,13,828,3,0
807,13,785,0,3
797,14,775,0,3
806,14,828,3,0
807,14,785,0,3
807,15,785,0,3
797,17,775,0,3
809,17,787,0,3
795,18,773,0,3
797,18,775,0,3
809,18,787,0,3
795,19,773,0,3
797,19,775,0,3
809,19,787,0,3
793,20,815,3,0
795,20,773,0,3
797,20,775,0,3
809,20,787,0,3
792,21,814,2,0
793,21,815,3,0
795,21,773,0,3
797,21,775,0,3
809,21,787,0,3
813,21,835,3,0
814,22,836,2,0
817,22,795,0,3
831,22,809,0,3
817,23,795,0,3
831,23,809,0,3
817,24,795,0,3
831,24,809,0,3
817,25,795,0,3
831,25,809,0,3
829,27,807,0,3
829,28,807,0,3
828,29,850,3,0
829,29,807,0,3
822,30,844,3,0
828,30,850,3,0
829,30,807,0,3
822,31,844,3,0
823,31,845,3,0
826,31,804,0,3
828,31,850,3,0
829,31,807,0,3
822,32,844,3,0
823,32,845,3,0
825,32,803,0,3
826,32,804,0,3
828,32,850,3,0
829,32,807,0,3
822,33,844,3,0
823,33,845,3,0
825,33,803,0,3
826,33,804,0,3
828,33,850,3,0
829,33,807,0,3
822,34,844,3,0
826,34,804,0,3
828,34,850,3,0
829,34,807,0,3
828,35,850,3,0
829,35,807,0,3
828,36,850,3,0
829,36,807,0,3
829,37,807,0,3
831,39,809,0,3
817,40,795,0,3
831,40,809,0,3
817,41,795,0,3
831,41,809,0,3
817,42,795,0,3
831,42,809,0,3
814,43,836,2,0
817,43,795,0,3
831,43,809,0,3
836,44,858,2,0
839,44,817,0,3
840,44,818,0,3
853,44,831,0,3
856,44,834,0,3
839,45,817,0,3
840,45,818,0,3
853,45,831,0,3
839,46,817,0,3
840,46,818,0,3
853,46,831,0,3
839,47,817,0,3
840,47,818,0,3
853,47,831,0,3
840,48,818,0,3
851,50,829,0,3
851,51,829,0,3
844,52,866,3,0
851,52,829,0,3
844,53,866,3,0
848,53,826,0,3
851,53,829,0,3
844,54,866,3,0
847,54,825,0,3
848,54,826,0,3
851,54,829,0,3
844,55,866,3,0
847,55,825,0,3
848,55,826,0,3
851,55,829,0,3
844,56,866,3,0
848,56,826,0,3
851,56,829,0,3
851,57,829,0,3
851,58,829,0,3
851,59,829,0,3
840,61,818,0,3
853,61,831,0,3
839,62,817,0,3
840,62,818,0,3
853,62,831,0,3
839,63,817,0,3
840,63,818,0,3
853,63,831,0,3
839,64,817,0,3
840,64,818,0,3
853,64,831,0,3
856,64,834,0,3
836,65,858,2,0
839,65,817,0,3
840,65,818,0,3
853,65,831,0,3
856,65,834,0,3
858,66,880,2,0
861,66,839,0,3
862,66,840,0,3
875,66,853,0,3
878,66,856,0,3
861,67,839,0,3
862,67,840,0,3
875,67,853,0,3
861,68,839,0,3
862,68,840,0,3
875,68,853,0,3
861,69,839,0,3
862,69,840,0,3
875,69,853,0,3
862,70,840,0,3
873,71,851,0,3
873,72,851,0,3
873,73,851,0,3
873,74,851,0,3
870,75,848,0,3
873,75,851,0,3
870,76,848,0,3
873,76,851,0,3
870,77,848,0,3
873,77,851,0,3
870,78,848,0,3
873,78,851,0,3
873,79,851,0,3
873,80,851,0,3
873,81,851,0,3
862,83,840,0,3
875,83,853,0,3
861,84,839,0,3
862,84,840,0,3
875,84,853,0,3
861,85,839,0,3
862,85,840,0,3
875,85,853,0,3
861,86,839,0,3
862,86,840,0,3
875,86,853,0,3
878,86,856,0,3
858,87,880,2,0
861,87,839,0,3
862,87,840,0,3
875,87,853,0,3
878,87,856,0,3
880,88,902,2,0
882,88,904,3,0
883,88,861,0,3
884,88,862,0,3
885,88,863,0,3
897,88,875,0,3
900,88,878,0,3
882,89,904,3,0
883,89,861,0,3
884,89,862,0,3
885,89,863,0,3
897,89,875,0,3
882,90,904,3,0
883,90,861,0,3
884,90,862,0,3
885,90,863,0,3
897,90,875,0,3
883,91,861,0,3
884,91,862,0,3
885,91,863,0,3
897,91,875,0,3
884,92,862,0,3
885,92,863,0,3
885,93,863,0,3
885,94,863,0,3
895,94,873,0,3
885,95,863,0,3
895,95,873,0,3
885,96,863,0,3
893,96,915,3,0
895,96,873,0,3
885,97,863,0,3
892,97,870,0,3
893,97,915,3,0
895,97,873,0,3
885,98,863,0,3
892,98,870,0,3
893,98,915,3,0
895,98,873,0,3
885,99,863,0,3
892,99,870,0,3
893,99,915,3,0
895,99,873,0,3
885,100,863,0,3
892,100,870,0,3
893,100,915,3,0
895,100,873,0,3
885,101,863,0,3
893,101,915,3,0
895,101,873,0,3
885,102,863,0,3
895,102,873,0,3
895,103,873,0,3
884,105,862,0,3
885,105,863,0,3
897,105,875,0,3
883,106,861,0,3
884,106,862,0,3
885,106,863,0,3
897,106,875,0,3
882,107,904,3,0
883,107,861,0,3
884,107,862,0,3
885,107,863,0,3
897,107,875,0,3
882,108,904,3,0
883,108,861,0,3
884,108,862,0,3
885,108,863,0,3
897,108,875,0,3
900,108,878,0,3
880,109,902,2,0
882,109,904,3,0
883,109,861,0,3
884,109,862,0,3
885,109,863,0,3
897,109,875,0,3
900,109,878,0,3
902,110,924,2,0
905,110,883,0,3
906,110,884,0,3
907,110,885,0,3
919,110,897,0,3
921,110,943,3,0
922,110,900,0,3
905,111,883,0,3
906,111,884,0,3
907,111,885,0,3
919,111,897,0,3
921,111,943,3,0
905,112,883,0,3
906,112,884,0,3
907,112,885,0,3
919,112,897,0,3
905,113,883,0,3
906,113,884,0,3
907,113,885,0,3
919,113,897,0,3
906,114,884,0,3
907,114,885,0,3
907,115,885,0,3
917,115,895,0,3
907,116,885,0,3
917,116,895,0,3
907,117,885,0,3
917,117,895,0,3
907,118,885,0,3
915,118,937,3,0
917,118,895,0,3
907,119,885,0,3
915,119,937,3,0
917,119,895,0,3
907,120,885,0,3
915,120,937,3,0
917,120,895,0,3
907,121,885,0,3
915,121,937,3,0
917,121,895,0,3
907,122,885,0,3
915,122,937,3,0
917,122,895,0,3
907,123,885,0,3
915,123,937,3,0
917,123,895,0,3
907,124,885,0,3
917,124,895,0,3
917,125,895,0,3
906,127,884,0,3
907,127,885,0,3
919,127,897,0,3
905,128,883,0,3
906,128,884,0,3
907,128,885,0,3
919,128,897,0,3
905,129,883,0,3
906,129,884,0,3
907,129,885,0,3
919,129,897,0,3
921,129,943,3,0
905,130,883,0,3
906,130,884,0,3
907,130,885,0,3
919,130,897,0,3
921,130,943,3,0
922,130,900,0,3
902,131,924,2,0
905,131,883,0,3
906,131,884,0,3
907,131,885,0,3
919,131,897,0,3
921,131,943,3,0
922,131,900,0,3
924,132,946,2,0
925,132,903,0,3
929,132,907,0,3
940,132,962,3,0
941,132,919,0,3
943,132,965,3,0
925,133,903,0,3
929,133,907,0,3
940,133,962,3,0
941,133,919,0,3
943,133,965,3,0
929,134,907,0,3
940,134,962,3,0
941,134,919,0,3
929,135,907,0,3
940,135,962,3,0
941,135,919,0,3
929,136,907,0,3
940,136,962,3,0
929,137,907,0,3
929,138,907,0,3
940,138,962,3,0
929,139,907,0,3
940,139,962,3,0
929,140,907,0,3
940,140,962,3,0
929,141,907,0,3
940,141,962,3,0
929,142,907,0,3
934,142,912,0,3
940,142,962,3,0
929,143,907,0,3
940,143,962,3,0
929,144,907,0,3
940,144,962,3,0
929,145,907,0,3
940,145,962,3,0
929,146,907,0,3
940,146,962,3,0
940,147,962,3,0
940,148,962,3,0
929,149,907,0,3
940,149,962,3,0
941,149,919,0,3
929,150,907,0,3
940,150,962,3,0
941,150,919,0,3
929,151,907,0,3
940,151,962,3,0
941,151,919,0,3
943,151,965,3,0
925,152,903,0,3
929,152,907,0,3
940,152,962,3,0
941,152,919,0,3
943,152,965,3,0
924,153,946,2,0
925,153,903,0,3
929,153,907,0,3
940,153,962,3,0
941,153,919,0,3
943,153,965,3,0
946,154,968,2,0
947,154,925,0,3
949,154,927,0,3
962,154,984,3,0
963,154,941,0,3
964,154,986,3,0
965,154,987,3,0
947,155,925,0,3
949,155,927,0,3
962,155,984,3,0
963,155,941,0,3
964,155,986,3,0
965,155,987,3,0
949,156,927,0,3
962,156,984,3,0
963,156,941,0,3
964,156,986,3,0
949,157,927,0,3
962,157,984,3,0
963,157,941,0,3
962,158,984,3,0
962,159,984,3,0
962,160,984,3,0
