0,4,1.000000
0,5,1.000000
0,6,1.000000
0,7,1.000000
0,8,1.000000
0,9,1.000000
0,10,1.000000
0,11,1.000000
0,12,1.000000
0,13,1.000000
0,14,1.000000
0,15,1.000000
1,4,1.000000
1,5,1.000000
1,6,1.000000
1,7,1.000000
1,8,1.000000
1,9,1.000000
1,10,1.000000
1,11,1.000000
1,12,1.000000
1,13,1.000000
1,14,1.000000
1,15,1.000000
2,4,1.000000
2,5,1.000000
2,6,1.000000
2,7,1.000000
2,8,1.000000
2,9,1.000000
2,10,1.000000
2,11,1.000000
2,12,1.000000
2,13,1.000000
2,14,1.000000
2,15,1.000000
3,4,1.000000
3,5,1.000000
3,6,1.000000
3,7,1.000000
3,8,1.000000
3,9,1.000000
3,10,1.000000
3,11,1.000000
3,12,1.000000
3,13,1.000000
3,14,1.000000
3,15,1.000000
4,4,1.000000
4,5,1.000000
4,6,1.000000
4,7,1.000000
4,8,1.000000
4,9,1.000000
4,10,1.000000
4,11,1.000000
4,12,1.000000
4,13,1.000000
4,14,1.000000
4,15,1.000000
5,4,1.000000
5,5,1.000000
5,6,1.000000
5,7,1.000000
5,8,1.000000
5,9,1.000000
5,10,1.000000
5,11,1.000000
5,12,1.000000
5,13,1.000000
5,14,1.000000
5,15,1.000000
6,4,1.000000
6,5,1.000000
6,6,1.000000
6,7,1.000000
6,8,1.000000
6,9,1.000000
6,10,1.000000
6,11,1.000000
6,12,1.000000
6,13,1.000000
6,14,1.000000
6,15,1.000000
7,4,1.000000
7,5,1.000000
7,6,1.000000
7,7,1.000000
7,8,1.000000
7,9,1.000000
7,10,1.000000
7,11,1.000000
7,12,1.000000
7,13,1.000000
7,14,1.000000
7,15,1.000000
8,4,1.000000
8,5,1.000000
8,6,1.000000
8,7,1.000000
8,8,1.000000
8,9,1.000000
8,10,1.000000
8,11,1.000000
8,12,1.000000
8,13,1.000000
8,14,1.000000
8,15,1.000000
9,4,1.000000
9,5,1.000000
9,6,1.000000
9,7,1.000000
9,8,1.000000
9,9,1.000000
9,10,1.000000
9,11,1.000000
9,12,1.000000
9,13,1.000000
9,14,1.000000
9,15,1.000000
10,4,1.000000
10,5,1.000000
10,6,1.000000
10,7,1.000000
10,8,1.000000
10,9,1.000000
10,10,1.000000
10,11,1.000000
10,12,1.000000
10,13,1.000000
10,14,1.000000
10,15,1.000000
11,4,1.000000
11,5,1.000000
11,6,1.000000
11,7,1.000000
11,8,1.000000
11,9,1.000000
11,10,1.000000
11,11,1.000000
11,12,1.000000
11,13,1.000000
11,14,1.000000
11,15,1.000000
12,4,1.000000
12,5,1.000000
12,6,1.000000
12,7,1.000000
12,8,1.000000
12,9,1.000000
12,10,1.000000
12,11,1.000000
12,12,1.000000
12,13,1.000000
12,14,1.000000
12,15,1.000000
13,4,1.000000
13,5,1.000000
13,6,1.000000
13,7,1.000000
13,8,1.000000
13,9,1.000000
13,10,1.000000
13,11,1.000000
13,12,1.000000
13,13,1.000000
13,14,1.000000
13,15,1.000000
14,4,1.000000
14,5,1.000000
14,6,1.000000
14,7,1.000000
14,8,1.000000
14,9,1.000000
14,10,1.000000
14,11,1.000000
14,12,1.000000
14,13,1.000000
14,14,1.000000
14,15,1.000000
15,4,1.000000
15,5,1.000000
15,6,1.000000
15,7,1.000000
15,8,1.000000
15,9,1.000000
15,10,1.000000
15,11,1.000000
15,12,1.000000
15,13,1.000000
15,14,1.000000
15,15,1.000000
16,4,1.000000
16,5,1.000000
16,6,1.000000
16,7,1.000000
16,8,1.000000
16,9,1.000000
16,10,1.000000
16,11,1.000000
16,12,1.000000
16,13,1.000000
16,14,1.000000
16,15,1.000000
17,4,1.000000
17,5,1.000000
17,6,1.000000
17,7,1.000000
17,8,1.000000
17,9,1.000000
17,10,1.000000
17,11,1.000000
17,12,1.000000
17,13,1.000000
17,14,1.000000
17,15,1.000000
18,4,1.000000
18,5,1.000000
18,6,1.000000
18,7,1.000000
18,8,1.000000
18,9,1.000000
18,10,1.000000
18,11,1.000000
18,12,1.000000
18,13,1.000000
18,14,1.000000
18,15,1.000000
19,4,1.000000
19,5,1.000000
19,6,1.000000
19,7,1.000000
19,8,1.000000
19,9,1.000000
19,10,1.000000
19,11,1.000000
19,12,1.000000
19,13,1.000000
19,14,1.000000
19,15,1.000000
20,4,1.000000
20,5,1.000000
20,6,1.000000
20,7,1.000000
20,8,1.000000
20,9,1.000000
20,10,1.000000
20,11,1.000000
20,12,1.000000
20,13,1.000000
20,14,1.000000
20,15,1.000000
21,4,1.000000
21,5,1.000000
21,6,1.000000
21,7,1.000000
21,8,1.000000
21,9,1.000000
21,10,1.000000
21,11,1.000000
21,12,1.000000
21,13,1.000000
21,14,1.000000
21,15,1.000000
22,4,1.000000
22,5,1.000000
22,6,1.000000
22,7,1.000000
22,8,1.000000
22,9,1.000000
22,10,1.000000
22,11,1.000000
22,12,1.000000
22,13,1.000000
22,14,1.000000
22,15,1.000000
23,4,1.000000
