31,1595,9,0,2
37,1595,15,0,2
38,1595,16,0,2
139,1584,161,3,0
139,1586,161,3,0
140,1584,162,3,0
140,1586,162,3,0
145,1584,123,0,3
145,1586,123,0,3
359,1588,381,3,0
368,1588,346,0,3
456,1590,434,0,3
457,1590,435,0,3
493,1587,515,3,0
497,1587,475,0,3
500,1587,478,0,3
947,1594,969,3,0
949,1594,927,0,3
962,1594,984,3,0
964,1594,986,3,0
967,1594,989,3,0
1028,1585,1050,3,0
1078,1593,1100,2,0
1081,1593,1059,0,3
1094,1593,1116,3,0
1097,1593,1075,0,3
1099,1593,1121,3,0
1166,1592,1188,2,0
1182,1592,1204,3,0
1186,1592,1164,0,3
1314,1589,1336,3,0
