1,1683,23,2,0
3,1683,25,2,0
16,1683,38,2,0
17,1683,39,2,0
18,1683,1580,3,3
23,1639,45,3,0
28,1634,6,0,2
35,1634,57,3,0
36,1634,14,0,2
38,1639,60,3,0
39,1639,61,3,0
40,1639,18,0,2
44,1619,66,2,0
45,1603,67,3,0
45,1619,67,3,0
45,1626,67,3,0
45,1631,67,3,0
50,1613,28,0,3
52,1613,74,3,0
57,1613,79,3,0
58,1613,36,0,3
59,1603,81,3,0
59,1613,81,3,0
59,1619,81,3,0
59,1626,81,3,0
59,1631,81,3,0
59,1665,81,3,0
59,1669,81,3,0
60,1603,82,3,0
60,1619,82,3,0
60,1626,82,3,0
60,1631,82,3,0
60,1665,82,3,0
60,1669,82,3,0
61,1603,83,3,0
61,1619,83,3,0
61,1626,83,3,0
61,1631,83,3,0
61,1665,83,3,0
61,1669,83,3,0
63,1619,85,3,0
67,1586,89,3,0
67,1635,89,3,0
67,1651,89,3,0
72,1596,50,0,3
72,1660,50,0,3
72,1676,50,0,3
74,1660,96,3,0
79,1596,101,3,0
79,1660,101,3,0
79,1676,101,3,0
80,1596,58,0,3
80,1660,58,0,3
80,1676,58,0,3
81,1586,103,3,0
81,1596,103,3,0
81,1635,103,3,0
81,1651,103,3,0
81,1660,103,3,0
81,1676,103,3,0
82,1586,104,3,0
82,1635,104,3,0
82,1651,104,3,0
83,1586,105,3,0
83,1635,105,3,0
83,1651,105,3,0
114,1649,136,3,0
125,1649,147,3,0
126,1649,148,3,0
127,1649,149,3,0
132,1601,154,2,0
136,1584,158,3,0
136,1587,158,3,0
136,1601,158,3,0
138,1587,116,0,3
144,1587,166,3,0
145,1587,167,3,0
148,1584,126,0,3
148,1601,126,0,3
149,1584,171,3,0
149,1601,171,3,0
151,1601,173,3,0
154,1610,176,2,0
155,1610,133,0,3
160,1646,138,0,3
161,1646,139,0,3
167,1646,189,3,0
170,1610,148,0,3
171,1610,193,3,0
172,1610,150,0,3
173,1610,195,3,0
188,1674,210,3,0
189,1674,211,3,0
203,1654,181,0,3
211,1654,233,3,0
291,1640,313,3,0
357,1678,379,3,0
358,1678,380,3,0
457,1673,479,3,0
467,1600,489,3,0
467,1650,489,3,0
468,1600,490,3,0
468,1650,490,3,0
469,1600,447,0,3
469,1650,447,0,3
473,1600,495,3,0
473,1650,495,3,0
474,1600,496,3,0
474,1650,496,3,0
595,1604,573,0,3
598,1604,576,0,3
598,1656,576,0,3
599,1656,621,3,0
600,1656,622,3,0
602,1656,580,0,3
604,1656,626,3,0
606,1656,628,3,0
608,1656,630,3,0
609,1604,587,0,3
609,1656,587,0,3
611,1604,633,3,0
620,1680,598,0,3
621,1680,643,3,0
622,1680,644,3,0
624,1680,602,0,3
625,1680,647,3,0
628,1680,650,3,0
630,1680,652,3,0
631,1680,609,0,3
642,1653,620,0,3
643,1653,665,3,0
644,1653,666,3,0
652,1653,674,3,0
653,1653,631,0,3
684,1644,706,3,0
686,1644,664,0,3
697,1644,675,0,3
699,1644,721,3,0
705,1667,683,0,3
706,1667,728,3,0
719,1667,697,0,3
721,1667,743,3,0
726,1589,704,0,2
727,1589,705,0,3
729,1589,707,0,3
729,1593,707,0,3
729,1672,707,0,3
742,1589,764,3,0
742,1593,764,3,0
742,1672,764,3,0
745,1589,723,0,3
751,1648,729,0,3
751,1658,729,0,3
754,1636,776,3,0
761,1636,739,0,3
776,1633,798,3,0
783,1633,761,0,3
784,1633,806,3,0
793,1641,771,0,3
795,1641,773,0,3
808,1641,786,0,3
809,1641,787,0,3
810,1641,832,3,0
842,1595,864,3,0
842,1614,864,3,0
844,1595,822,0,3
844,1614,822,0,3
849,1595,827,0,3
849,1614,827,0,3
850,1595,872,3,0
850,1614,872,3,0
851,1595,829,0,3
851,1614,829,0,3
864,1620,886,3,0
866,1620,844,0,3
871,1620,849,0,3
872,1620,894,3,0
873,1620,851,0,3
886,1647,908,3,0
891,1647,869,0,3
893,1647,871,0,3
894,1647,916,3,0
895,1647,873,0,3
902,1616,880,0,2
902,1681,880,0,2
906,1585,884,0,3
906,1616,884,0,3
906,1622,884,0,3
906,1632,884,0,3
906,1681,884,0,3
908,1585,930,3,0
908,1622,930,3,0
908,1632,930,3,0
913,1632,891,0,3
914,1632,892,0,3
915,1585,893,0,3
915,1622,893,0,3
915,1632,893,0,3
917,1585,895,0,3
917,1616,895,0,3
917,1622,895,0,3
917,1632,895,0,3
917,1681,895,0,3
918,1616,896,0,3
918,1681,896,0,3
919,1616,897,0,3
919,1681,897,0,3
921,1616,899,0,3
921,1681,899,0,3
923,1616,901,0,3
923,1681,901,0,3
928,1597,906,0,3
930,1597,952,3,0
936,1597,914,0,3
937,1597,915,0,3
952,1661,974,3,0
953,1661,975,3,0
958,1661,936,0,3
959,1661,937,0,3
980,1630,958,0,3
981,1630,959,0,3
995,1668,1017,3,0
1002,1668,980,0,3
1003,1668,981,0,3
1047,1599,1025,0,3
1047,1625,1025,0,3
1051,1638,1029,0,3
1064,1609,1042,0,3
1064,1629,1042,0,3
1064,1670,1042,0,3
1064,1679,1042,0,3
1068,1609,1046,0,3
1068,1629,1046,0,3
1068,1670,1046,0,3
1068,1679,1046,0,3
1069,1609,1047,0,3
1069,1629,1047,0,3
1069,1670,1047,0,3
1069,1679,1047,0,3
1078,1682,1056,0,2
1079,1682,1101,3,0
1083,1624,1061,0,3
1083,1627,1061,0,3
1091,1624,1069,0,3
1091,1627,1069,0,3
1095,1682,1073,0,3
1097,1682,1119,3,0
1098,1682,1076,0,3
1105,1607,1083,0,3
1105,1671,1083,0,3
1105,1677,1083,0,3
1107,1607,1129,3,0
