30,1628,52,3,0
33,1628,55,3,0
34,1628,56,3,0
35,1628,57,3,0
36,1628,58,3,0
37,1628,59,3,0
44,1641,1641,4,0
59,1641,60,2,1
60,1641,61,2,1
61,1641,62,2,1
62,1641,63,2,1
142,1614,141,1,2
288,1608,266,0,3
289,1608,267,0,3
290,1608,268,0,3
299,1608,298,1,2
301,1608,279,0,3
302,1608,280,0,3
321,1608,320,1,2
343,1608,342,1,2
365,1608,364,1,2
387,1608,386,1,2
409,1608,408,1,2
431,1608,430,1,2
453,1608,452,1,2
475,1608,474,1,2
497,1608,496,1,2
519,1608,518,1,2
541,1608,540,1,2
563,1608,562,1,2
585,1608,584,1,2
598,1652,620,3,0
607,1608,606,1,2
609,1652,631,3,0
629,1608,628,1,2
651,1608,650,1,2
673,1608,672,1,2
695,1608,694,1,2
717,1608,716,1,2
739,1608,738,1,2
761,1608,760,1,2
785,1599,807,3,0
896,1608,895,1,2
926,1608,927,2,1
941,1608,940,1,2
1608,1584,223,0,4
1608,1586,223,0,4
1608,1587,266,0,4
1608,1590,223,0,4
1608,1591,223,0,4
1608,1596,266,0,4
1608,1602,266,0,4
1608,1607,223,0,4
1608,1615,223,0,4
1608,1617,223,0,4
1608,1635,223,0,4
1608,1637,223,0,4
1608,1643,266,0,4
1608,1649,223,0,4
1608,1651,223,0,4
1608,1652,223,0,4
1608,1659,266,0,4
1608,1665,223,0,4
1608,1669,223,0,4
1608,1671,223,0,4
1608,1677,223,0,4
1608,1682,266,0,4
1613,1641,152,0,4
1628,1614,52,0,4
1628,1636,73,0,4
1636,1628,1569,0,4
1641,1613,44,0,4
1641,1668,44,0,4
1641,1673,44,0,4
1668,1641,145,0,4
1677,1608,271,0,4
